169,answer,294,33
170,root,294,16
171,p2,293,37
172,ta,293,34
173,cnt,288,36
174,fp,288,13
175,t1,285,37
176,hour,283,50
177,ind,282,23
178,in_file,281,13
179,hours,277,38
180,eng,275,35
181,points,274,24
182,cmp,266,65
183,results,263,17
184,state,262,15
185,num_queries,261,52
186,log,260,11
187,arrival,257,36
188,y3,255,47
189,tt,247,27
190,departure,246,30
191,cache,241,17
192,it,241,14
193,t2,238,33
194,counter,235,26
195,seq,235,21
196,freqs,235,23
197,num_engines,234,46
198,x3,231,46
199,ncases,229,22
200,process,228,24
201,qs,228,24
202,st,227,20
203,dist,221,27
204,numCases,220,25
205,inf,218,16
206,turn,216,29
207,minute,213,40
208,last,212,42
209,schedule,212,22
210,ns,211,24
211,size,209,27
212,parts,208,8
213,inputs,208,8
214,search,205,34
215,G,205,37
216,timetable,204,18
217,length,203,26
218,inFile,202,8
219,tb,198,26
220,fo,195,11
221,asin,190,57
222,path,188,19
223,event,187,19
224,found,186,25
225,getline,183,9
226,first,182,19
227,ifile,182,5
228,c1,181,16
229,used,180,19
230,ab,178,21
231,inputfile,177,11
232,stderr,176,25
233,n_cases,175,18
234,sets,174,32
235,row,173,19
236,calc,172,24
237,change,172,24
238,solution,171,18
239,opts,170,5
240,I,170,22
241,heap,170,3
242,cn,169,7
243,worker,168,1
244,trace,168,1
245,array,167,18
246,out_file,167,12
247,replace,166,33
248,output_file,166,14
249,ss,165,19
250,changes,164,20
251,sol,163,14
252,H,162,24
253,foo,162,14
254,cost,161,13
255,angle,160,16
256,sqr,158,5
257,distance,157,16
258,cls,156,5
259,caseNum,155,12
260,full,155,49
261,run,153,22
262,numcases,150,12
263,a1,150,25
264,sin,150,38
265,available,150,14
266,logging,150,6
267,gap,149,10
268,aa,149,14
269,offset,149,11
270,W,146,22
271,_,146,28
272,operator,146,22
273,DEBUG,145,13
274,radius,145,12
275,dy,144,13
276,nc,144,11
277,get,143,25
278,ls,143,12
279,verbose,143,3
280,counts,143,15
281,text,142,9
282,ii,141,12
283,cur,140,21
284,xx,139,13
285,F,138,12
286,parser,137,8
287,s2,136,15
288,letters,136,20
289,dx,135,12
290,has_key,135,46
291,step,135,15
292,inputFile,135,9
293,group,134,17
294,numEngines,133,19
295,needed,132,16
296,xs,131,15
297,sa,131,13
298,primes,131,41
299,rt,131,7
300,prev,130,20
301,ev,130,11
302,acos,130,37
303,AB,130,14
304,turnaround_time,130,19
305,changeable,130,15
306,s1,129,14
307,n1,129,10
308,dimension,128,2
309,col,128,8
310,tot,128,17
311,nq,128,14
312,Ri,127,4
313,presses,126,19
314,file_in,125,5
315,tc,125,12
316,extend,124,45
317,num_switches,124,18
318,lst,123,14
319,loc,123,10
320,sched,123,9
321,cc,122,25
322,square,122,8
323,action,121,14
324,vals,121,10
325,func,120,12
326,match,120,16
327,dp,119,7
328,query_list,119,11
329,message,118,4
330,options,118,7
331,atoi,118,9
332,departures,118,14
333,memo,118,8
334,sw,117,17
335,curr,116,14
336,number,116,14
337,solve_case,116,10
338,at,116,16
339,trainsA,116,12
340,trainsB,116,12
341,c2,115,16
342,outFile,113,4
343,arrivals,113,14
344,yy,112,10
345,sb,112,11
346,f_in,112,5
347,timedelta,112,32
348,mins,112,20
349,gate,112,9
350,fileOut,111,4
351,long,111,18
352,dat,111,2
353,theta,111,14
354,BA,111,13
355,rocks,110,16
356,a2,110,18
357,side,109,10
358,ba,108,13
359,mode,108,3
360,cached_in,108,1
361,seen,107,14
362,b1,106,11
363,ses,106,9
364,mem,105,11
365,groups,105,19
366,atob,105,8
367,line_num,104,4
368,h1,104,13
369,fname,103,10
370,numbers,103,18
371,parse,103,9
372,mm,103,21
373,fr,102,10
374,h2,102,13
375,coords,101,13
376,ncase,101,10
377,E,101,10
378,ps,101,13
379,outf,100,8
380,heappush,100,22
381,names,100,10
382,origin,100,9
383,rchild,100,2
384,flavors,99,7
385,input_f,99,3
386,Event,99,8
387,file_name,99,7
388,vec2,98,12
389,ll,98,9
390,rad,98,6
391,__repr__,97,26
392,servers,97,8
393,mat,96,5
394,rr,96,8
395,vec1,96,12
396,depth,96,9
397,tr,96,7
398,lchild,96,2
399,fileIn,95,2
400,i1,95,13
401,btoa,95,7
402,Time,95,12
403,n2,95,8
404,xb,95,10
405,types,94,7
406,prod,94,13
407,matrix,94,6
408,update,94,14
409,i2,93,13
410,customers,93,13
411,r0,92,6
412,perms,91,14
413,b2,91,10
414,__future__,90,23
415,case_no,90,7
416,caseno,89,8
417,point,89,10
418,case_number,89,8
419,of,88,7
420,atan2,88,14
421,delta,88,14
422,fileinput,88,7
423,dt,88,9
424,children,88,6
425,xa,88,10
426,frequencies,88,8
427,nexti,87,1
428,ready,87,12
429,ys,86,10
430,ff,86,7
431,Case,86,12
432,froma,86,5
433,Z,85,24
434,location,85,3
435,prime,85,15
436,scanf,84,1
437,output_set,84,1
438,cont,84,7
439,strptime,84,19
440,__str__,84,30
441,position,84,12
442,Vector3,84,1
443,try_node,84,1
444,ok,83,12
445,heapq,83,24
446,impossible,83,13
447,clear,83,31
448,r1,83,14
449,cad,83,3
450,numQueries,83,17
451,testcase,82,10
452,score,82,6
453,words,82,6
454,grid,81,8
455,decimal,81,34
456,cin,81,2
457,msg,81,6
458,f_out,81,5
459,temp2,81,7
460,center,81,17
461,file_out,80,5
462,nA,80,15
463,n_engines,80,12
464,p3,80,15
465,fromb,80,5
466,ch,79,10
467,num_tests,79,5
468,nB,79,15
469,hora,79,3
470,leaves,79,5
471,_buffer,78,1
472,heappop,78,23
473,done,78,14
474,rest,78,15
475,dest,78,11
476,answers,78,5
477,m2,78,12
478,ca,78,11
479,timeline,78,5
480,se_list,78,7
481,fit,78,2
482,tab,77,8
483,getint,77,3
484,queue,77,6
485,bit,76,8
486,got,76,1
487,run_case,76,5
488,OptionParser,76,7
489,entrada,76,2
490,li,76,7
491,f1,75,6
492,va,75,6
493,ln,75,7
494,vertices,75,6
495,avail,75,8
496,aux,75,5
497,letter,75,11
498,box,75,3
499,run_file,74,2
500,nl,74,7
501,ar,74,6
502,from_a,74,9
503,hh,74,16
504,numA,74,10
505,status,74,9
506,ts,74,11
507,l1,73,12
508,level,72,12
509,product,72,14
510,kwargs,72,5
511,word,72,7
512,query_count,72,14
513,txt,72,3
514,qu,72,9
515,place,72,9
516,direction,72,6
517,TA,72,4
518,gates,72,7
519,sp,71,12
520,digits,71,10
521,prob,71,15
522,from_b,71,9
523,num_b,71,11
524,input_set,70,1
525,rfd,70,1
526,ints,70,3
527,doctest,70,10
528,turnAroundTime,70,7
529,Point3,70,1
530,nod,70,1
531,all_perms,69,19
532,splitlines,69,15
533,target,69,13
534,search_engine,69,12
535,num_a,69,11
536,ds,69,8
537,inputIndex,69,2
538,next_int,68,2
539,wpr,68,1
540,wpc,68,1
541,dbg,68,2
542,setrecursionlimit,68,39
543,fIn,68,2
544,filein,68,3
545,fw,68,6
546,searchengines,68,9
547,numB,68,10
548,da,68,7
549,pid,67,2
550,random,67,20
551,rl,67,7
552,find,67,21
553,caseNumber,67,5
554,nums,67,9
555,letterFreq,67,5
556,lower,66,8
557,usage,66,8
558,kk,66,8
559,flush,66,12
560,Decimal,66,27
561,acc,66,3
562,engs,66,8
563,sign,66,6
564,tat,66,8
565,xmin,66,4
566,stations,66,7
567,numengines,66,12
568,parse_time,66,11
569,n_queries,66,10
570,sta,66,6
571,stop,66,9
572,Node,66,9
573,Vector2,66,1
574,yb,66,8
575,xc,66,15
576,lb,65,8
577,fabs,65,6
578,cur_engine,65,9
579,INF,64,9
580,minimum,64,9
581,stream,64,2
582,m1,64,9
583,engine_count,64,12
584,interior_nodes,64,1
585,press,64,9
586,elements,63,3
587,wfd,63,1
588,dd,63,10
589,cust,63,10
590,arrival_time,63,7
591,requests,63,4
592,getopt,62,4
593,testCases,62,5
594,MAX,62,6
595,R2,62,5
596,time_table,62,5
597,AtoB,62,7
598,t0,62,7
599,Re,62,1
600,qq,62,4
601,d1,61,12
602,to,61,8
603,with_statement,61,13
604,maxint,61,12
605,fpin,61,1
606,discard,61,18
607,nse,61,8
608,iFile,61,2
609,cos,61,14
610,cb,60,8
611,inputf,60,3
612,customer,60,7
613,fh,60,6
614,handle,60,4
615,ipt,60,1
616,timer,60,2
617,searchEngines,60,9
618,bottom,60,6
619,Station,60,10
620,diff,60,10
621,BtoA,60,7
622,db,60,8
623,q2,60,5
624,info,60,6
625,res2,59,6
626,alpha,59,9
627,add_option,59,6
628,now,59,8
629,a_start,59,8
630,to_minutes,59,8
631,getLine,58,1
632,defaultdict,58,12
633,d2,58,11
634,dot,58,5
635,vb,58,5
636,do_case,58,4
637,outStr,58,2
638,kind,58,5
639,Dl,58,1
640,TB,58,3
641,enum,57,2
642,test_cases,57,10
643,r2,57,12
644,Trip,57,8
645,a0,57,9
646,go,56,6
647,num_workers,56,1
648,check,56,15
649,ifp,56,2
650,nCases,56,8
651,engineCount,56,10
652,new,56,9
653,src,56,7
654,yc,56,14
655,GLB,56,1
656,nst,56,2
657,_output,56,1
658,parseLine,56,1
659,chSF,56,1
660,buckets,56,3
661,params,55,9
662,elm,55,1
663,moves,55,4
664,insert,55,28
665,v3,55,11
666,factors,55,14
667,tA,55,7
668,tB,55,7
669,hm,55,8
670,bb,55,5
671,precompile,55,1
672,malted,54,9
673,coord,54,8
674,lt,54,7
675,queryCount,54,10
676,get_switches,54,3
677,free,54,5
678,where,54,6
679,kov,54,1
680,sqll,54,1
681,ERR,54,1
682,getints,53,2
683,hr,53,9
684,FILE,53,6
685,case_count,53,8
686,current_engine,53,13
687,__cmp__,53,24
688,a_trains,53,8
689,b_trains,53,8
690,pts,53,7
691,deck,53,9
692,itertools,52,20
693,base,52,11
694,rs,52,5
695,timeList,52,3
696,schedB,52,5
697,xmax,52,3
698,numqueries,52,10
699,time1,52,7
700,dep_time,52,3
701,ttime,52,7
702,unused,52,5
703,p0,52,6
704,engine_names,52,4
705,way,52,2
706,bl_y,52,2
707,insertionPoint,52,1
708,readint,51,2
709,basestring,51,2
710,reduce,51,18
711,MOD,51,1
712,tn,51,3
713,Set,51,11
714,parseTime,51,9
715,b_start,51,8
716,total_area,51,11
717,journey,51,3
718,poss,51,3
719,atimes,51,4
720,fn,50,7
721,tests,50,9
722,cx,50,13
723,cy,50,13
724,fl,50,6
725,permute,50,19
726,xi,50,6
727,vector1,50,6
728,changed,50,8
729,schedA,50,5
730,switchCount,50,7
731,candidate,50,4
732,bisect,50,11
733,matches,50,4
734,turnaroundTime,50,8
735,Engines,50,4
736,ya,50,7
737,indices,49,12
738,time_str,49,10
739,line_no,49,2
740,btimes,49,4
741,outputFileName,48,1
742,top,48,7
743,flavor,48,8
744,caso,48,8
745,outputFile,48,5
746,INPUT,48,3
747,ad,48,4
748,leave,48,5
749,time_to_minutes,48,6
750,op,48,6
751,actions,48,3
752,pp,48,8
753,inner,48,4
754,p4,48,6
755,collisions,48,1
756,dataset_stream,48,1
757,bl_x,48,2
758,tri,48,10
759,in_names,48,1
760,f2,48,5
761,lc,48,3
762,startNode,48,1
763,triangles,48,13
764,numKeys,48,7
765,iteritems,47,20
766,sub,47,6
767,difference,47,8
768,temp1,47,5
769,current_case,47,3
770,__class__,47,3
771,num_search_engines,47,6
772,by,47,5
773,flag,47,9
774,switch_count,47,8
775,_TYPE,46,1
776,token,46,1
777,loop,46,3
778,cs,46,5
779,calculate,46,8
780,__dict__,46,3
781,curinp,46,1
782,vector2,46,5
783,ms,46,4
784,iptInd,46,1
785,pattern,46,3
786,__len__,46,5
787,turntime,46,7
788,tokens,46,4
789,a2b,46,5
790,b2a,46,5
791,SE,46,4
792,getMin,46,3
793,si,46,6
794,trains_A,46,3
795,trains_B,46,3
796,candidates,46,6
797,inp_file,46,1
798,scale,46,3
799,lr,46,3
800,inputLines,46,2
801,changable,46,6
802,handle_case,45,3
803,c3,45,8
804,old_decorator,45,1
805,new_decorator,45,1
806,read_int,45,4
807,acount,45,5
808,bcount,45,5
809,hypot,45,8
810,ofile,45,4
811,turnaroundtime,45,8
812,l_s,45,1
813,factor,45,11
814,collections,44,19
815,bad,44,6
816,mul,44,9
817,xxx,44,4
818,ftest,44,1
819,pl,44,2
820,part,44,12
821,ceil,44,24
822,waiting,44,4
823,querylist,44,4
824,Train,44,10
825,train_count,44,5
826,cases_left,44,1
827,gen,44,9
828,que,44,5
829,runs,44,4
830,Point2,44,1
831,__copy__,44,1
832,_u_in,44,1
833,file_progress,44,1
834,coordinate,44,1
835,specific_case,44,1
836,racket_ir,44,1
837,w0,44,1
838,deepcopy,43,11
839,doit,43,4
840,curCase,43,2
841,memoize,43,7
842,ax,43,5
843,p2_y,43,3
844,workers,42,1
845,do_test,42,2
846,nn,42,8
847,yi,42,5
848,choice,42,7
849,testcases,42,5
850,itemgetter,42,10
851,_debug,42,2
852,cj,42,2
853,nextline,42,2
854,second,42,6
855,need,42,6
856,probability,42,10
857,ub,42,2
858,request,42,6
859,req,42,5
860,DEP,42,3
861,el,42,5
862,magnitude,42,2
863,linedata,42,1
864,worddata,42,1
865,start_time,42,5
866,j2,42,4
867,inList,42,1
868,magnitude_squared,42,1
869,axis,42,2
870,min_ch,42,3
871,astart,42,4
872,bstart,42,4
873,input_data,42,1
874,upper,41,5
875,mask,41,3
876,error,41,4
877,floor,41,18
878,l2,41,5
879,new_case,41,2
880,fileIN,41,1
881,jj,41,5
882,en,41,6
883,outputfile,41,7
884,ctime,41,4
885,integral,41,7
886,finish,41,6
887,fa,41,4
888,nab,41,7
889,reader,41,3
890,fileName,41,5
891,nt,41,6
892,board,40,4
893,TestCase,40,6
894,send,40,2
895,terrain,40,1
896,pprint,40,8
897,outfilename,40,4
898,parse_input,40,4
899,read_input,40,8
900,input_filename,40,4
901,possible,40,8
902,comp,40,9
903,malt,40,5
904,qlen,40,2
905,vec_A,40,1
906,test_case,40,8
907,inpfile,40,1
908,inLines,40,2
909,tripsA,40,5
910,tripsB,40,5
911,mx,40,5
912,strftime,40,8
913,depA,40,6
914,depB,40,6
915,mktime,40,6
916,deps,40,3
917,pt,40,2
918,delay,40,4
919,casex,40,2
920,nengines,40,8
921,ma,40,7
922,p1_x,40,3
923,counters,40,3
924,R1,40,2
925,get_num,40,1
926,current_index,40,2
927,l0,40,3
928,bx,40,5
929,tr_x,40,2
930,actual,40,3
931,qi,40,5
932,poly,40,2
933,ua,40,2
934,each,40,3
935,Radius,40,2
936,depart_a,40,2
937,depart_b,40,2
938,cindex,40,1
939,casey,40,1
940,dim,39,6
941,readarray,39,1
942,archinp,39,1
943,mult,39,8
944,V1,39,4
945,filepath,39,2
946,source,39,4
947,innerRadius,39,3
948,p2_x,39,3
949,u2,39,4
950,ay,39,4
951,pt2,39,4
952,llegada,39,2
953,require,39,1
954,max_cases,39,1
955,cd,39,1
956,pickle,38,5
957,ct,38,7
958,INPUT_FILE,38,2
959,es,38,4
960,num_test,38,4
961,optparse,38,7
962,parse_args,38,7
963,cursor,38,2
964,rv,38,4
965,v0,38,5
966,ifd,38,1
967,pool,38,3
968,ri2,38,1
969,entry,38,4
970,fb,38,3
971,arrive_time,38,4
972,avail_b,38,4
973,avail_a,38,4
974,timesBA,38,1
975,t3,38,8
976,nested_lists,38,1
977,query_name,38,3
978,b0,38,4
979,traina,38,2
980,trainb,38,2
981,trains_needed,38,5
982,departure_time,38,3
983,quer,38,3
984,j1,38,3
985,destination,38,5
986,time_dict,38,1
987,Rin2,38,1
988,A2B,38,3
989,B2A,38,3
990,contb,38,1
991,lines_index,38,1
992,route,38,3
993,inf_line,38,1
994,listA,38,3
995,listB,38,3
996,search_engine_in_query_count,38,1
997,ifs,38,1
998,real_little_r,38,1
999,OP,38,1
1000,numberOfCases,37,3
1001,pad,37,4
1002,V2,37,3
1003,saida,37,2
1004,act,37,2
1005,assigned,37,4
1006,turn_time,37,6
1007,trainsAtA,37,4
1008,trainsAtB,37,4
1009,exists,37,5
1010,dr,37,5
1011,pt1,37,4
1012,arc_area,37,3
1013,par,37,4
1014,realR,37,1
1015,lf,37,2
1016,X0,37,5
1017,Y0,37,5
1018,zeros,36,7
1019,generate_perms,36,1
1020,fs,36,5
1021,ci,36,6
1022,casenum,36,5
1023,arg,36,7
1024,inc,36,4
1025,time2,36,5
1026,atan,36,11
1027,Rz,36,1
1028,num_engine,36,5
1029,num_query,36,6
1030,finished,36,4
1031,trains_a,36,3
1032,trains_b,36,3
1033,am,36,6
1034,p1_y,36,3
1035,timesAB,36,1
1036,getnext,36,1
1037,tr_y,36,2
1038,turn_around_time,36,5
1039,uf,36,4
1040,inputfile_setting,36,1
1041,base_name,36,1
1042,out_names,36,1
1043,Rin,36,1
1044,ymin,36,2
1045,Aa,36,1
1046,Ab,36,1
1047,Ac,36,1
1048,Ae,36,1
1049,Af,36,1
1050,Ag,36,1
1051,Ai,36,1
1052,Aj,36,1
1053,Ak,36,1
1054,Ba,36,1
1055,Bb,36,1
1056,Bc,36,1
1057,Be,36,1
1058,Bf,36,1
1059,Bg,36,1
1060,Bi,36,1
1061,Bj,36,1
1062,Bk,36,1
1063,Ao,36,3
1064,q1,36,2
1065,salida,36,2
1066,th,36,2
1067,evento,36,1
1068,testCase,36,4
1069,xL,36,1
1070,smallChild,36,1
1071,minchang,36,1
1072,IMPOSSIBLE,36,2
1073,min_to_switch,36,1
1074,findmin,36,1
1075,limit,36,6
1076,init,35,8
1077,px,35,5
1078,buffer,35,1
1079,block,35,10
1080,FILE_NAME,35,2
1081,squares,35,4
1082,S2,35,5
1083,satisfied,35,7
1084,a_arrivals,35,3
1085,b_arrivals,35,3
1086,ip,35,6
1087,getz,35,1
1088,testmod,35,10
1089,default,35,5
1090,sieve,35,7
1091,plan,35,3
1092,timeStr,35,8
1093,engineList,35,4
1094,stn,35,4
1095,linea,35,1
1096,server,35,7
1097,gapSize,35,2
1098,bottomRight,35,1
1099,tri_area,35,2
1100,output_list,35,1
1101,expected_list,35,1
1102,setName,35,1
1103,solveCase,34,3
1104,numpy,34,12
1105,do_trial,34,2
1106,good,34,5
1107,recur,34,2
1108,ra,34,4
1109,solutions,34,5
1110,Min,34,2
1111,custLikes,34,1
1112,iptF,34,1
1113,read_int_line,34,1
1114,casos,34,5
1115,testFile,34,2
1116,low,34,4
1117,end_time,34,3
1118,currEngine,34,2
1119,search_engs,34,2
1120,current_pos,34,2
1121,safe_area,34,5
1122,element,34,5
1123,__add__,34,13
1124,listb,34,2
1125,num_se,34,7
1126,theta1,34,5
1127,theta2,34,5
1128,in_a,34,2
1129,in_b,34,2
1130,numSearchEngines,34,4
1131,new_engine,34,3
1132,numSwitches,34,6
1133,u1,34,2
1134,n_a,34,4
1135,n_b,34,4
1136,turnAround,34,4
1137,topLeft,34,1
1138,ix,34,5
1139,isect,34,1
1140,gg,34,3
1141,asched,34,2
1142,bsched,34,2
1143,Atrain,34,1
1144,Btrain,34,1
1145,sch,34,3
1146,usetrain,34,2
1147,fileLines,34,2
1148,real_gap,34,1
1149,intCount,34,1
1150,wanted,34,3
1151,TOCHANGE,34,1
1152,generate_enums,33,1
1153,enums,33,1
1154,fp_in,33,1
1155,choices,33,6
1156,Input,33,1
1157,pop_int,33,1
1158,num_rows,33,1
1159,fOut,33,2
1160,cur_case,33,2
1161,la,33,6
1162,inner_radius,33,4
1163,min_switches,33,8
1164,platform,33,2
1165,t_time,33,4
1166,clipRadius,33,1
1167,tmp1,33,4
1168,combo,33,6
1169,rez,33,1
1170,casesCount,32,2
1171,printf,32,1
1172,setdefault,32,10
1173,walldist,32,1
1174,compute,32,7
1175,scalar,32,6
1176,ri,32,3
1177,n_case,32,3
1178,prog,32,1
1179,malts,32,2
1180,fitr,32,1
1181,scc,32,1
1182,mapping,32,3
1183,outp,32,4
1184,toMinutes,32,4
1185,point1,32,2
1186,thickness,32,6
1187,time_to_int,32,5
1188,nanb,32,4
1189,numswitches,32,4
1190,arr_time,32,3
1191,n_switch,32,3
1192,toMin,32,4
1193,motor,32,2
1194,hor,32,2
1195,STATION_A,32,3
1196,STATION_B,32,3
1197,lista,32,2
1198,ah,32,6
1199,engine_list,32,7
1200,nu,32,3
1201,fromA,32,4
1202,nswitch,32,4
1203,tatime,32,4
1204,Bo,32,2
1205,buscadores,32,1
1206,dic,32,4
1207,secteur_angle,32,1
1208,to_add,32,1
1209,al,32,1
1210,side_length,32,1
1211,dTime,32,1
1212,fileHandle,32,1
1213,yB,32,1
1214,_ls,32,1
1215,a_trip,32,1
1216,AND,32,8
1217,parent,32,3
1218,VALUE,32,2
1219,mods,32,2
1220,b3,32,2
1221,py,31,4
1222,inside,31,4
1223,permutations,31,8
1224,clock,31,6
1225,half,31,13
1226,izip,31,8
1227,power,31,7
1228,atrains,31,4
1229,recurse,31,5
1230,rem,31,6
1231,fly_radius,31,3
1232,endtime,31,4
1233,in_circle,31,4
1234,goal,31,5
1235,currentEngine,31,4
1236,min2,31,3
1237,corners,31,1
1238,bins,31,2
1239,comb,30,8
1240,yd,30,3
1241,graph,30,4
1242,mi,30,7
1243,prefix,30,1
1244,broken,30,3
1245,fp_out,30,1
1246,outputf,30,2
1247,clis,30,1
1248,prec,30,20
1249,arranged_list,30,1
1250,ofp,30,2
1251,dm,30,5
1252,readcase,30,2
1253,opt,30,4
1254,shadow,30,1
1255,cnt1,30,1
1256,qus,30,2
1257,simulate,30,7
1258,RT2,30,1
1259,mc,30,3
1260,plot,30,1
1261,parked,30,2
1262,dataset,30,2
1263,cur_trains,30,2
1264,NA_times,30,2
1265,NB_times,30,2
1266,to_mins,30,4
1267,readInput,30,5
1268,ymax,30,3
1269,passableArea,30,1
1270,starttime,30,4
1271,turn_around,30,3
1272,positions,30,4
1273,arrA,30,4
1274,arrB,30,4
1275,do_all,30,2
1276,tm,30,6
1277,remain,30,3
1278,processFile,30,2
1279,ia,30,5
1280,timeTable,30,3
1281,qArr,30,1
1282,rri,30,1
1283,curr_engine,30,4
1284,ps_time,30,1
1285,present,30,3
1286,n_engine,30,3
1287,time_list,30,3
1288,timeB,30,2
1289,Ad,30,2
1290,Bd,30,2
1291,auxa,30,1
1292,auxb,30,1
1293,A_moving_B,30,1
1294,B_moving_A,30,1
1295,convert_time,30,5
1296,optparser,30,1
1297,sq_rad,30,1
1298,max_dist,30,1
1299,a_starts,30,2
1300,b_starts,30,2
1301,elem,30,7
1302,pos_y,30,1
1303,pos_x,30,1
1304,findall,29,4
1305,div,29,5
1306,btrains,29,4
1307,mpmath,29,9
1308,digit,29,4
1309,AA,29,4
1310,tl,29,5
1311,querys,29,5
1312,retval,29,2
1313,sec,29,4
1314,ni,29,5
1315,arccos,28,1
1316,assertEquals,28,2
1317,arguments,28,1
1318,receive,28,1
1319,idle_workers,28,1
1320,S1,28,3
1321,mpf,28,6
1322,current_test,28,1
1323,solve_problem,28,3
1324,n_problems,28,2
1325,resultado,28,3
1326,line1,28,6
1327,max_index,28,5
1328,minA,28,4
1329,minB,28,4
1330,chord,28,1
1331,iR,28,3
1332,point2,28,1
1333,leaving,28,2
1334,leave_time,28,3
1335,arr_to_a,28,1
1336,start_a,28,5
1337,start_b,28,5
1338,start_trains,28,4
1339,new_train,28,4
1340,pair,28,4
1341,trip_time,28,1
1342,arv,28,3
1343,py2,28,3
1344,StringIO,28,3
1345,horas,28,3
1346,trainsa,28,2
1347,trainsb,28,2
1348,p2x,28,3
1349,b_trips,28,3
1350,ifobj,28,1
1351,cant,28,2
1352,arriv,28,3
1353,remaining,28,3
1354,outputStr,28,2
1355,fileoutput,28,3
1356,trainList,28,2
1357,geom_lines,28,1
1358,Apool,28,1
1359,Bpool,28,1
1360,dct,28,2
1361,normal,28,1
1362,heading,28,1
1363,attitude,28,1
1364,bank,28,1
1365,poolA,28,1
1366,poolB,28,1
1367,radius_inside,28,1
1368,CompareTime,28,2
1369,sr,28,2
1370,iread,28,1
1371,qlist,28,3
1372,sf,28,2
1373,innerRadiusSquared,28,1
1374,arival,28,1
1375,_caseNum,28,1
1376,allData,28,1
1377,CP1,28,1
1378,CP2,28,1
1379,OR,28,8
1380,correct,28,1
1381,calcChanges,28,1
1382,computeTC,28,1
1383,manipulate,28,1
1384,places,28,3
1385,keypresses,28,4
1386,mp,27,12
1387,xd,27,3
1388,pairs,27,5
1389,cidx,27,2
1390,worklist,27,2
1391,visit,27,2
1392,flav,27,4
1393,normalize,27,3
1394,union,27,19
1395,inn,27,2
1396,fpout,27,1
1397,ofd,27,1
1398,z2,27,3
1399,atA,27,3
1400,atB,27,3
1401,Hora,27,2
1402,outro,27,1
1403,toclose,27,1
1404,triangle,27,6
1405,dh,27,5
1406,ut,27,2
1407,testing,27,1
1408,lookup,27,2
1409,startTime,27,4
1410,nlist,27,2
1411,strokes,27,4
1412,process_case,26,7
