12,print,5998,1,0.07907990697082165,0.0687082199409937,0.015921498906574516,0.038240927843010336,0.010875862526126923,0.01925101938739441,0.0,0.10152098491392657,0.0,0.061487368284320526
13,len,5635,1,0.0,0.048165358166456035,0.0,0.0,0.0,0.0,0.0,0.01402717188257933,0.024821276784597262,0.0
14,else,4589,1,0.013833934585139453,0.0,0.0,0.023384601934305953,0.05396395332477323,0.0,0.0,0.0,0.07304122797620159,0.0
15,import,4358,1,0.02313941657524874,0.0,0.0,0.007505335286974146,0.02276720195879516,0.004077940896264415,0.017909221025621178,0.011672482618710385,0.026007566249657936,0.027518259658650526
16,line,3283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044624848385777696,0.0,0.04576165467182694
17,xrange,3185,0,0.037441556781960185,0.0,0.025728794131487504,0.0,0.0,0.060333338568088,0.0320378476020322,0.0,0.0,0.0
18,queries,3129,0,0.0,0.0,0.0,0.0,0.21622850873600258,0.0,0.0,0.0,0.0,0.0
19,case,3105,0,0.016689035760727524,0.02652315832233846,0.0321076394465509,0.012643133197595574,0.019827730542184025,0.00693415592934957,0.06346257194327083,0.019454290866698202,0.017767359267831982,0.03347579555643026
20,strip,3089,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,str,2899,1,0.0,0.05950669018764106,0.0,0.0,0.0,0.0,0.034745721513601474,0.0,0.0,0.0
22,open,2805,1,6.473043835244855e-05,0.031679088245744544,0.0,0.140272212509997,0.048455655063948076,0.0,0.0,0.0,0.023174653223268057,0.010210880737913031
23,engines,2761,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11101358128017294
24,sort,2465,0,0.032425745383517036,0.0,0.17341337497216372,0.0,0.0,0.03209647172908618,0.0,0.0,0.0779444456274315,0.0
25,and,2231,1,0.019494124835934996,0.0,0.019525987619436243,0.07406229944617758,0.0,0.020471751814720288,0.0,0.026872080959612066,0.0,0.029759879333838453
26,while,2198,1,0.011380333204950592,0.03218778199357792,0.05556883211431601,0.016019984334948164,0.0,0.013346983291730057,0.0,0.0,0.0,0.0
27,input,1983,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04172891555821519,0.23797911700514174,0.08013588639397681
28,argv,1960,0,0.0,0.038042555385146934,0.01623953346924466,0.03495713956875511,0.025101489287344167,0.0,0.0,0.0,0.025827101100148436,0.0
29,map,1926,1,0.054231279455334805,0.0,0.0,0.0,0.01878713867665076,0.1520691118205942,0.01975302687653721,0.0,0.0,0.0
30,stdin,1920,0,0.0,0.0,0.0,0.24833067999578515,0.0,0.0,0.0,0.0,0.0,0.0
31,file,1889,0,0.0,0.0,0.1373544990414578,0.0,0.0121891637813408,0.030259292925043486,0.0,0.0,0.0,0.0
32,time,1820,0,0.02645866054511111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,60,1714,0,0.0,0.0,0.0,0.0,0.0,0.02362596724398709,0.0,0.0,0.14831387416341874,0.1482702952899677
34,raw_input,1688,0,0.24380400702873276,0.0,0.06391905791115571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,close,1671,0,0.0,0.0,0.0,0.018985573317897676,0.0,0.0,0.008612356010554517,0.0,0.0,0.0
36,count,1651,0,0.0,0.0,0.11355709472135962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,lines,1616,0,0.0,0.0,0.19649643177323275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,math,1610,0,0.0,0.0,0.0,0.0,0.0,0.0801909187877766,0.0,0.0,0.0,0.0
39,res,1558,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,not,1546,1,0.0,0.0,0.0,0.0574131362376671,0.03718950164016905,0.0,0.0,0.0,0.0,0.0
41,min,1545,1,0.0,0.0,0.0,0.0,0.0,0.16014463537524223,0.020278165022169725,0.0,0.0,0.0
42,write,1456,0,0.0,0.0,0.0,0.020992167549195924,0.021674604905426498,0.0,0.0,0.0,0.0,0.0
43,main,1442,0,0.06799218923517836,0.0,0.06545123135399322,0.0,0.06277281929374486,0.0,0.0,0.0,0.021792367171063826,0.0
44,index,1421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,result,1347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,elif,1251,1,0.0,0.0,0.015561160635733309,0.0,0.038559328822566546,0.0,0.04658932363691996,0.0,0.0,0.03557725879737394
47,cases,1240,0,0.0,0.04633622736829389,0.02794055120930159,0.03890682017679188,0.09543993369184528,0.0,0.0,0.0,0.0,0.01255532259426903
48,x1,1235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,query,1207,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13075557856858633,0.0,0.0,0.0
50,pop,1177,0,0.0,0.0,0.0,0.024992065151992943,0.08188442853034571,0.0,0.0,0.0,0.0,0.0
51,break,1162,1,0.009064856472489804,0.10644113304793458,0.023923887789824665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,__name__,1138,1,0.0,0.0,0.0,0.0,0.013198672102681414,0.0,0.0,0.0,0.024363833147463643,0.0
53,y1,1055,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,other,1049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,switches,1044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,engine,1040,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,from,1039,1,0.0,0.0,0.019596372623903836,0.0,0.0,0.0,0.0,0.04430141778674761,0.0,0.0
58,data,1001,0,0.0,0.0,0.0,0.20301077516921726,0.0,0.0,0.0,0.0,0.0,0.0
59,solve,992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,next,980,1,0.0,0.0,0.0,0.0,0.21846324270547565,0.1101802595536972,0.0,0.0,0.0,0.0
61,sqrt,969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,x2,959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,fin,939,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,start,935,0,0.0,0.0,0.0,0.14520261534575332,0.0,0.0,0.011447424408720876,0.0,0.0,0.0
65,v1,906,0,0.0,0.0,0.0,0.0,0.0,0.32935156378651687,0.0,0.0,0.0,0.0
66,v2,880,0,0.0,0.0,0.0,0.0,0.4247734372431804,0.0,0.0,0.0,0.0,0.0
67,x0,863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,na,843,0,0.0951149998456068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,y0,838,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,nb,830,0,0.0,0.0,0.0,0.0,0.12105503211293184,0.0,0.0,0.09414609266375551,0.0,0.0
71,or,825,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,y2,813,0,0.0,0.0,0.0,0.05392167580716884,0.0,0.0,0.0,0.0,0.0,0.0
73,num,785,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,assert,736,1,0.0,0.03383745886021959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,output,732,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017165791163833703
76,pos,720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,sum,681,1,0.0,0.0,0.0,0.0,0.0,0.06436712456561687,0.0,0.0,0.0,0.0
78,trip,678,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,arr,674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,reverse,671,0,0.034552834122330844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,infile,659,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,turnaround,659,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,is,656,1,0.0,0.0,0.0,0.030727394697103557,0.0,0.0,0.0,0.0,0.0,0.0
84,lambda,652,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05403829886471384
85,remove,640,0,0.0,0.0,0.017677476954045007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,key,639,0,0.0,0.0876447983770052,0.0,0.0,0.08396505314852916,0.0,0.0,0.0,0.0,0.08153554584602846
87,out,626,0,0.0,0.0,0.0,0.017652337862941476,0.0,0.0,0.0,0.0,0.0,0.0
88,try,625,1,0.0728755211718824,0.0,0.0,0.0,0.0,0.02827494324563855,0.0,0.0,0.0,0.0
89,dep,625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08462382831689265
90,nodes,618,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,args,610,0,0.24128368424989155,0.0,0.0,0.0,0.0,0.09521099884996058,0.0,0.0,0.0,0.0
92,area,603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,max,595,1,0.0,0.0,0.0,0.0,0.12749999316928962,0.0,0.0365769517880975,0.0,0.0,0.0
94,list,592,1,0.0,0.0,0.0,0.0,0.0,0.039909952593495696,0.033972932318796514,0.0,0.0,0.0
95,num_cases,587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,events,587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,except,585,1,0.0,0.0,0.03483214869115649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,tree,583,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,float,582,1,0.012939097944016549,0.0,0.019709102379580946,0.028361767564432615,0.0,0.0,0.0,0.026585746411998786,0.0,0.0
